							
Synechocystis sp. PCC 6803							
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
747	rfbP	sll1535	16331033	-1	2043107	2043838	3
748	moeB	sll1536	16331030	-1	2040280	2041458	1
749	-	sll1537	16331027	-1	2038644	2039063	1
750	bgl	sll1538	16331026	-1	2036911	2038527	1
751	dpm1	sll1540	16331022	-1	2032951	2034123	1
752	-	sll1541	16331020	-1	2031001	2032473	1
753	-	sll1542	16332253	-1	3478132	3479034	1
754	-	sll1543	16332249	-1	3475181	3475618	1
755	-	sll1544	16332248	-1	3473513	3474199	1
756	gst1	sll1545	16332243	-1	3467881	3468696	1
757	ppx	sll1546	16332241	-1	3463667	3465289	1
758	-	sll1547	16332240	-1	3462883	3463341	1
759	-	sll1549	16332232	-1	3456238	3456954	1
760	-	sll1550	16332231	-1	3454422	3456056	1
761	-	sll1552	16332227	-1	3448208	3449110	1
761	-	sll0720	16332226	-1	3447715	3448158	2
761	-	sll0721	16332225	-1	3443514	3447386	3
762	pheT	sll1553	16330982	-1	1988834	1991266	1
763	-	sll1555	16330974	-1	1980365	1981471	1
764	-	sll1556	16330973	-1	1979144	1980193	1
765	sucD	sll1557	16330972	-1	1978131	1979039	1
766	-	sll1558	16330971	-1	1976799	1977965	1
767	-	sll1559	16330967	-1	1973611	1974765	1
768	-	sll1560	16330964	-1	1970952	1971968	1
769	putA	sll1561	16330961	-1	1966146	1969118	1
770	-	sll1562	16330960	-1	1965485	1965949	1
770	-	sll1563	16330959	-1	1962705	1965524	2
771	leuA	sll1564	16330955	-1	1959436	1961079	1
772	otsA	sll1566	16330944	-1	1947325	1948824	1
773	-	sll1568	16329838	-1	742080	742688	1
774	-	sll1570	16329836	-1	738909	739640	1
775	-	sll1571	16329835	-1	737867	738808	1
776	dnaE	sll1572	16329834	-1	736435	737811	1
777	-	sll1573	16329829	-1	731748	732062	1
778	-	sll1574	16329828	-1	731363	731674	1
778	-	sll1575	16329827	-1	730108	731358	2
779	cpcB	sll1577	16329824	-1	726948	727466	1
780	cpcA	sll1578	16329823	-1	726349	726837	1
781	cpcC	sll1579	16329822	-1	725413	726234	1
781	cpcC	sll1580	16329821	-1	724492	725367	2
782	gumB	sll1581	16329816	-1	719733	721247	1
783	-	sll1582	16329815	-1	716309	719665	1
784	lig	sll1583	16329814	-1	714465	716153	1
785	-	sll1584	16329813	-1	713774	714178	1
786	-	sll1586	16330525	-1	1499299	1504548	1
787	-	sll1590	16330519	-1	1491634	1492686	1
787	-	sll1592	16330518	-1	1490683	1491363	2
788	rbcR	sll1594	16330516	-1	1487445	1488395	1
789	-	sll1595	16330514	-1	1484559	1486265	1
789	-	sll1596	16330513	-1	1484212	1484538	2
790	mntC	sll1598	16330511	-1	1482261	1483253	1
790	mntA	sll1599	16330510	-1	1481380	1482162	2
790	mntB	sll1600	16330509	-1	1480463	1481383	3
791	-	sll1601	16330506	-1	1477647	1478891	1
792	fabZ	sll1605	16330499	-1	1469847	1470347	1
792	-	sll1606	16330498	-1	1469013	1469801	2
793	-	sll1608	16330496	-1	1464954	1467266	1
794	-	sll1609	16330495	-1	1464326	1464859	1
795	-	sll1611	16330492	-1	1462136	1463245	1
795	folC	sll1612	16330491	-1	1460815	1462101	2
796	-	sll1613	16330490	-1	1460129	1460566	1
797	pma1	sll1614	16330489	-1	1457213	1459930	1
798	trmE	sll1615	16330488	-1	1455753	1457123	1
799	-	sll1618	16330373	-1	1329388	1329990	1
800	-	sll1620	16330370	-1	1326150	1326626	1
801	-	sll1621	16330368	-1	1324835	1325404	1
802	-	sll1623	16330365	-1	1321852	1322523	1
802	-	sll1624	16330364	-1	1320835	1321839	2
803	sdhB	sll1625	16330363	-1	1319546	1320541	1
804	lexA	sll1626	16330362	-1	1318719	1319330	1
805	-	sll1628	16330359	-1	1314909	1316063	1
806	phr	sll1629	16330358	-1	1313278	1314639	1
806	-	sll1630	16330357	-1	1312843	1313268	2
806	-	sll1631	16330356	-1	1312309	1312803	3
807	-	sll1632	16330089	-1	1014587	1015396	1
807	ftsZ	sll1633	16330088	-1	1013045	1014337	2
808	-	sll1634	16330085	-1	1010710	1011759	1
809	thyX	sll1635	16329666	-1	552220	552867	1
810	fbp	sll1636	16329663	-1	549129	549701	1
811	-	sll1638	16329661	-1	547425	547874	1
812	ureD	sll1639	16329660	-1	546553	547278	1
812	-	sll1640	16329659	-1	545591	546556	2
813	gad	sll1641	16329656	-1	543468	544871	1
814	-	sll1642	16329654	-1	542105	542596	1
815	-	sll1643	16329651	-1	539288	539854	1
816	-	sll1647	16329646	-1	530717	531235	1
817	-	sll1652	16329426	-1	282290	282700	1
818	ubiE	sll1653	16329425	-1	281507	282223	1
819	-	sll1654	16329424	-1	280970	281443	1
819	birA	sll1655	16329423	-1	280127	280951	2
819	-	sll1656	16329422	-1	279512	280087	3
820	-	sll1658	16329419	-1	275807	276283	1
821	cofH	sll1659	16329418	-1	274502	275680	1
822	-	sll1660	16329417	-1	273802	274386	1
823	pheA	sll1662	16329415	-1	270476	271369	1
823	-	sll1663	16329414	-1	269773	270435	2
823	-	sll1664	16329413	-1	268789	269727	3
824	-	sll1665	16329412	-1	266702	268471	1
825	dnaJ	sll1666	16329410	-1	265414	265938	1
825	mom72	sll1667	16329409	-1	264516	265316	2
826	aroK	sll1669	16329403	-1	259702	260271	1
826	-	ST6803t02		-1	259560	259644	2
827	hrcA	sll1670	16329402	-1	258227	259363	1
828	-	sll1671	16329399	-1	255823	256305	1
829	-	sll1672	16329398	-1	253125	255629	1
829	-	sll1673	16329397	-1	251758	253116	2
830	-	sll1675	16329393	-1	247117	247569	1
831	malQ	sll1676	16329392	-1	245502	247019	1
832	-	sll1677	16329391	-1	244783	245436	1
832	-	sll1678	16329390	-1	244160	244708	2
833	hhoA	sll1679	16329387	-1	240863	242047	1
833	-	sll1680	16329386	-1	240299	240829	2
833	-	sll1681	16329385	-1	238804	240327	3
834	-	sll1682	16329382	-1	236356	237438	1
834	cad	sll1683	16329381	-1	234905	236356	2
835	ycf10	sll1685	16329378	-1	230658	231839	1
836	-	sll1686	16329373	-1	224897	226363	1
837	-	sll1687	16330352	-1	1306436	1309348	1
838	thrC	sll1688	16330350	-1	1303295	1304596	1
839	rpoD	sll1689	16330349	-1	1301671	1302780	1
840	-	sll1691	16330347	-1	1300159	1300611	1
840	-	sll1692	16330346	-1	1299729	1300166	2
841	-	sll1693	16330344	-1	1297643	1298965	1
842	hofG	sll1694	16330343	-1	1296993	1297499	1
843	hofG	sll1695	16330342	-1	1296382	1296894	1
843	-	sll1696	16330341	-1	1295568	1296380	2
844	-	sll1697	16330334	-1	1289389	1290354	1
845	-	sll1698	16330333	-1	1288732	1289112	1
845	-	sll1699	16330332	-1	1286868	1288763	2
846	-	sll1702	16330328	-1	1283190	1283702	1
846	sppA	sll1703	16330327	-1	1281361	1283193	2
846	csgA	sll1704	16330326	-1	1280567	1281337	3
847	-	sll1708	16330324	-1	1277442	1278122	1
847	-	ssl3291	16330323	-1	1277108	1277392	2
848	gdh	sll1709	16330322	-1	1276236	1276982	1
848	-	sll1710	16330321	-1	1275372	1276157	2
849	-	sll1712	16330050	-1	970882	971289	1
849	hisC	sll1713	16330049	-1	969762	970820	2
850	-	sll1714	16330048	-1	968893	969294	1
850	-	sll1715	16330047	-1	968487	968960	2
851	-	sll1716	16330046	-1	967567	968352	1
852	-	sll1717	16330045	-1	965938	967473	1
853	pdhB	sll1721	16330037	-1	954453	955427	1
854	-	sll1722	16330035	-1	951797	953098	1
854	-	sll1723	16330034	-1	950533	951774	2
854	icsA	sll1724	16330033	-1	949397	950536	3
854	-	sll1725	16330032	-1	947511	949343	4
854	-	sll1726	16330031	-1	946522	947511	5
855	-	sll1730	16330028	-1	940638	941270	1
856	ndhF	sll1732	16330027	-1	938393	940240	1
856	ndhD3	sll1733	16330026	-1	936768	938276	2
857	-	sll1734	16330025	-1	935409	936704	1
858	-	sll1735	16330024	-1	934835	935236	1
859	-	sll1736	16330023	-1	934324	934707	1
860	-	sll1737	16330019	-1	930907	931389	1
861	-	sll1738	16330018	-1	930148	930843	1
862	-	sll1739	16330017	-1	928806	929885	1
863	rplS	sll1740	16330014	-1	926860	927228	1
864	aroC	sll1747	16330007	-1	921549	922637	1
865	-	sll1749	16329676	-1	561188	561658	1
866	-	sll1749a	110645911	-1	561709	561963	1
867	ureC	sll1750	16329675	-1	559461	561170	1
868	-	sll1751	16329674	-1	559015	559350	1
869	-	sll1752	16329668	-1	553297	554019	1
870	-	sll1755	16330296	-1	1245892	1247115	1
871	-	sll1757	16330289	-1	1241313	1242191	1
872	glmM	sll1758	16330285	-1	1237543	1238988	1
873	thrB	sll1760	16330283	-1	1235136	1236056	1
873	-	sll1761	16330282	-1	1234509	1235123	2
874	-	sll1762	16330280	-1	1232784	1233932	1
875	-	sll1763	16330279	-1	1232271	1232675	1
876	-	sll1764	16330278	-1	1231770	1232204	1
877	-	sll1765	16330277	-1	1231207	1231686	1
877	aslB	sll1766	16330276	-1	1229971	1231167	2
878	rps6	sll1767	16330273	-1	1227591	1227932	1
879	-	sll1768	16330268	-1	1223666	1224646	1
880	-	sll1770	16330264	-1	1220473	1222230	1
880	-	sll1771	16330263	-1	1219654	1220418	2
880	mutS	sll1772	16330262	-1	1217156	1219624	3
881	-	sll1773	16330260	-1	1215453	1216151	1
882	-	sll1774	16330257	-1	1211638	1212420	1
883	-	sll1775	16330256	-1	1208749	1211202	1
883	deoC	sll1776	16330255	-1	1208020	1208697	2
884	-	sll1780	16330249	-1	1200376	1201392	1
885	-	sll1783	16330238	-1	1189940	1190383	1
885	-	sll1784	16330237	-1	1189110	1189913	2
886	-	sll1785	16330236	-1	1188079	1188885	1
886	-	sll1304	16330235	-1	1187219	1188082	2
886	-	sll1305	16330234	-1	1186311	1187198	3
886	-	sll1306	16330233	-1	1185300	1186307	4
886	-	sll1307	16330232	-1	1184711	1185238	5
887	-	sll1786	16329958	-1	860952	861737	1
888	rpoB	sll1787	16329957	-1	857558	860866	1
888	rpoC2	sll1789	16329956	-1	853497	857450	2
889	-	sll1791	16329955	-1	852895	853281	1
889	-	sll1792	16329954	-1	852470	852898	2
890	petJ	sll1796	16329946	-1	845966	846328	1
891	ycf21	sll1797	16329943	-1	843613	844032	1
892	rplC	sll1799	16329941	-1	841972	842613	1
892	rplD	sll1800	16329940	-1	841300	841932	2
892	rplW	sll1801	16329939	-1	841002	841307	3
892	rplB	sll1802	16329938	-1	840122	840952	4
892	rpsS	ssl3432	16329937	-1	839811	840089	5
892	rplV	sll1803	16329936	-1	839430	839795	6
892	rpsC	sll1804	16329935	-1	838678	839400	7
892	rplP	sll1805	16329934	-1	838218	838637	8
892	rpmC	ssl3436	16329933	-1	837994	838215	9
892	rpsQ	ssl3437	16329932	-1	837741	837986	10
892	rplN	sll1806	16329931	-1	837349	837717	11
892	rplX	sll1807	16329930	-1	837001	837348	12
892	rplE	sll1808	16329929	-1	836352	836954	13
892	rpsH	sll1809	16329928	-1	835859	836260	14
892	rplF	sll1810	16329927	-1	835260	835799	15
892	rplR	sll1811	16329926	-1	834894	835256	16
892	rpsE	sll1812	16329925	-1	834333	834854	17
892	rplO	sll1813	16329924	-1	833821	834264	18
892	secY	sll1814	16329923	-1	832391	833719	19
892	adk	sll1815	16329922	-1	831702	832265	20
892	infA	ssl3441	304569544	-1	831355	831582	21
892	rpl36	sml0006	16329920	-1	831101	831217	22
892	rpsM	sll1816	16329919	-1	830635	831018	23
892	rps11	sll1817	16329918	-1	830194	830586	24
892	rpoA	sll1818	16329917	-1	829141	830085	25
892	rplQ	sll1819	16329916	-1	828713	829063	26
892	truA	sll1820	16329915	-1	827868	828695	27
892	rplM	sll1821	16329914	-1	827348	827803	28
892	rpsI	sll1822	16329913	-1	826935	827348	29
892	rpmE	ssl3445	16329912	-1	826637	826882	30
893	purA	sll1823	304569543	-1	824584	825915	1
894	-	sll1824	16329909	-1	824228	824785	1
895	-	sll1825	16329908	-1	823383	824015	1
896	-	sll1830	16329738	-1	626349	627425	1
897	glcF	sll1831	16329737	-1	624899	626281	1
898	-	sll1832	16329736	-1	624136	624594	1
899	ftsI	sll1833	16329735	-1	622300	624123	1
900	-	sll1834	16329730	-1	618311	618715	1
901	-	sll1835	16329729	-1	617390	618187	1
902	-	sll1837	16329725	-1	615266	615703	1
903	odhB	sll1841	16331208	-1	2251657	2252958	1
904	-	sll1845	16331200	-1	2243250	2243729	1
905	-	sll1848	16331196	-1	2238277	2238954	1
906	-	sll1849	16331194	-1	2236419	2237054	1
907	-	sll1851	16331191	-1	2235072	2235458	1
908	ndkR	sll1852	16331190	-1	2234304	2234753	1
909	-	sll1853	16331189	-1	2233809	2234273	1
910	xthA	sll1854	16331188	-1	2233037	2233864	1
911	-	sll1858	16331185	-1	2228445	2230328	1
912	-	sll1860	16331183	-1	2226619	2227404	1
913	-	sll1861	16331182	-1	2225766	2226530	1
913	-	sll1862	16331181	-1	2225278	2225709	2
914	-	sll1863	16331180	-1	2224789	2225112	1
915	-	sll1864	16331172	-1	2216476	2219175	1
916	prfB	sll1865	16331171	-1	2214685	2215551	1
917	psbA3	sll1867	16330822	-1	1818915	1819997	1
918	dnaG	sll1868	16330821	-1	1816855	1818762	1
919	cbaB	sll1869	16330819	-1	1814231	1815304	1
919	-	sll1870	16330818	-1	1813554	1814234	2
920	-	sll1871	16330815	-1	1808922	1810946	1
921	lytR	sll1872	16330814	-1	1807333	1808724	1
922	-	sll1873	16330813	-1	1806871	1807236	1
923	AT103	sll1874	16330812	-1	1805220	1806296	1
924	ho2	sll1875	16330811	-1	1804403	1805155	1
925	hemN	sll1876	16330810	-1	1802742	1804142	1
926	-	sll1878	16330805	-1	1797552	1798658	1
927	-	sll1879	16330804	-1	1795778	1797466	1
928	-	sll1880	16330803	-1	1795121	1795564	1
929	-	sll1882	16330801	-1	1792784	1793608	1
930	argJ	sll1883	16330800	-1	1791417	1792676	1
930	-	sll1884	16330799	-1	1790235	1791359	2
931	-	sll1885	16330797	-1	1785835	1788372	1
932	-	sll1886	16330796	-1	1784994	1785560	1
933	-	sll1888	16330793	-1	1782057	1783355	1
934	cobN	sll1890	16330788	-1	1776983	1777537	1
935	-	sll1891	16330787	-1	1776081	1776839	1
936	-	sll1892	16330785	-1	1772457	1773203	1
937	hisF	sll1893	16330784	-1	1771458	1772243	1
938	ribA	sll1894	304569545	-1	1768748	1770457	1
939	-	sll1895	16330779	-1	1764835	1766925	1
940	-	sll1897	16330776	-1	1762454	1762879	1
941	-	sll1898	16330774	-1	1758693	1759691	1
941	ctaB	sll1899	16330773	-1	1757592	1758542	2
942	-	sll1902	16330484	-1	1451319	1452518	1
943	-	sll1905	16330477	-1	1441002	1444046	1
943	-	sll1906	16330476	-1	1439487	1440941	2
944	serA	sll1908	16330470	-1	1432976	1434640	1
945	prmA	sll1909	16330469	-1	1431996	1432898	1
946	zam	sll1910	16329873	-1	777066	779411	1
947	-	sll1911	16329872	-1	776551	776937	1
948	-	sll1915	16329866	-1	770930	771481	1
948	nadD	sll1916	16329865	-1	770288	770890	2
948	hemN	sll1917	16329864	-1	769053	770291	3
949	-	sll1920	16329860	-1	764301	766538	1
950	-	sll1921	16329859	-1	763317	764072	1
951	-	sll1924	16329853	-1	754877	755602	1
952	-	sll1925	16329842	-1	746303	747019	1
953	-	sll1926	16329840	-1	744810	745247	1
954	-	sll1927	16329839	-1	742780	744732	1
955	comEc	sll1929	16329718	-1	606465	608594	1
956	-	sll1930	16329717	-1	605541	606035	1
957	glyA	sll1931	16329716	-1	603443	604726	1
958	dnaK	sll1932	228861756	-1	600942	603257	1
958	dnaJ	sll1933	16329714	-1	599910	600833	2
959	-	sll1934	16329712	-1	598484	598930	1
960	fur	sll1937	16329701	-1	583157	583573	1
961	-	sll1938	16329700	-1	582481	583092	1
962	-	sll1939	16329698	-1	581518	582162	1
963	-	sll1940	16329697	-1	581052	581525	1
964	gyrA	sll1941	16329694	-1	576934	579768	1
965	-	sll1942	16329693	-1	576139	576903	1
966	-	sll1945	16329681	-1	566983	568905	1
967	-	sll1946	16329679	-1	563448	565925	1
968	-	sll1949	16330465	-1	1429329	1430072	1
969	-	sll1950	16330464	-1	1428196	1428930	1
970	-	sll1951	16330463	-1	1422426	1427651	1
971	-	sll1956	16330459	-1	1418995	1419573	1
972	arsA	sll1957	16330454	-1	1412237	1412551	1
973	hisC	sll1958	16330453	-1	1410995	1412098	1
973	suhB	sll1959	16330452	-1	1410187	1410990	2
973	-	sll1960	16330451	-1	1409730	1410152	3
974	-	sll1961	16330450	-1	1408483	1409649	1
975	-	sll1965	16330001	-1	914780	915190	1
976	-	sll1967	16329997	-1	909603	910994	1
976	pmgA	sll1968	16329996	-1	908968	909636	2
976	-	sll1969	16329995	-1	908353	908961	3
977	-	sll1971	16329992	-1	905575	906789	1
978	-	sll1973	16330591	-1	1575924	1576592	1
979	-	sll1979	16330579	-1	1559722	1560150	1
980	trxA	sll1980	16330578	-1	1559069	1559611	1
981	ilvB	sll1981	16330576	-1	1556475	1558127	1
982	-	sll1982	16330574	-1	1555061	1555774	1
983	-	sll1983	16330573	-1	1554417	1554776	1
983	-	sll1984	16330572	-1	1553929	1554423	2
983	-	sll1985	16330571	-1	1553601	1553960	3
984	katG	sll1987	16330567	-1	1544714	1546978	1
984	hslO	sll1988	16330566	-1	1543757	1544665	2
985	hemB	sll1994	16330659	-1	1642288	1643271	1
986	petL	sll1994a	109150014	-1	1643502	1643600	1
987	-	sll1995	16330658	-1	1641278	1642207	1
988	-	sll1997	16330638	-1	1624628	1625095	1
988	-	sll1998	16330637	-1	1623723	1624571	2
988	-	sll1999	16330636	-1	1623130	1623648	3
989	lap	sll2001	16330631	-1	1618127	1619653	1
989	-	ssl2749	16330630	-1	1617806	1618096	2
989	-	sll1411	16330629	-1	1617376	1617813	3
990	-	sll2002	16330318	-1	1272370	1273248	1
991	-	sll2003	16330316	-1	1269407	1270738	1
992	gyrB	sll2005	16330312	-1	1264328	1267564	1
993	-	sll2006	16330311	-1	1263823	1264179	1
993	-	sll2007	16330310	-1	1263414	1263830	2
994	-	sll2008	16330307	-1	1259760	1261052	1
994	-	sll2009	16330306	-1	1258444	1259751	2
995	murD	sll2010	16330305	-1	1256905	1258263	1
996	-	sll2011	16330304	-1	1256125	1256751	1
997	rpoD	sll2012	16330303	-1	1254783	1255739	1
998	-	sll2013	16330302	-1	1254036	1254623	1
998	sfsA	sll2014	16330301	-1	1253269	1253982	2
998	-	sll2015	16330300	-1	1252593	1253207	3
999	-	sll5002	38505537	-1	574	921	1
1000	-	sll5004	38505539	-1	1515	1826	1
1000	-	sll5003	38505538	-1	1136	1540	2
1001	-	sll5006	38505541	-1	14579	15133	1
1002	-	sll5026	38505561	-1	28096	30168	1
1002	-	ssl5025	38505560	-1	27859	28053	2
1003	-	sll5028	38505563	-1	30677	30988	1
1004	-	sll5030	38505565	-1	32015	32836	1
1005	-	sll5032	38505567	-1	33000	33350	1
1006	-	sll5034	38505569	-1	34001	34624	1
1006	-	sll5033	38505568	-1	33422	33961	2
1007	-	sll5036	38505571	-1	35079	36365	1
1007	-	sll5035	38505570	-1	34736	35074	2
1008	-	sll5041	38505576	-1	39660	40208	1
1009	-	sll5042	38505577	-1	40411	41253	1
1010	-	sll5046	38505581	-1	43343	44293	1
1010	-	ssl5045	38505580	-1	43110	43292	2
1010	-	sll5044	38505579	-1	42442	43083	3
1010	-	sll5043	38505578	-1	41411	42397	4
1011	-	sll5050	38505585	-1	48291	49616	1
1011	-	sll5049	38505584	-1	46945	48288	2
1011	-	sll5048	38505583	-1	45852	46940	3
1011	-	sll5047	38505582	-1	44338	45855	4
1012	-	sll5052	38505587	-1	50111	52333	1
1013	-	sll5057	38505592	-1	56854	57807	1
1014	-	sll5061	38505596	-1	64868	65245	1
1014	-	sll5060	38505595	-1	61202	64831	2
1014	-	sll5059	38505594	-1	60291	61199	3
1015	-	sll5063	38505598	-1	65758	66411	1
1015	-	sll5062	38505597	-1	65331	65786	2
1016	-	sll5066	38505601	-1	67362	67976	1
1016	-	ssl5065	38505600	-1	67163	67378	2
1017	-	sll5067	38505602	-1	68050	68574	1
1018	-	sll5069	38505604	-1	69335	70810	1
1018	-	ssl5068	38505603	-1	69121	69348	2
1019	-	sll5072	38505607	-1	71882	72190	1
1020	-	sll5075	38505610	-1	73728	74147	1
1021	-	sll5076	38505611	-1	74510	75055	1
1022	-	sll5080	38505615	-1	78057	78881	1
1022	-	sll5079	38505614	-1	77192	78010	2
1023	-	sll5081	38505616	-1	79505	80293	1
1024	-	sll5083	38505618	-1	82309	84186	1
1025	-	sll5084	38505619	-1	84439	85155	1
1026	-	sll5086	38505621	-1	85552	86982	1
1027	-	sll5090	38505625	-1	89699	90253	1
1027	-	sll5089	38505624	-1	88902	89669	2
1028	-	sll5094	38505629	-1	92805	93236	1
1029	-	sll5104	38505639	-1	97790	98224	1
1029	-	ssl5103	38505638	-1	97547	97735	2
1030	-	sll5107	38505642	-1	99565	99981	1
1031	-	sll5109	38505644	-1	100798	102288	1
1031	-	ssl5108	38505643	-1	100584	100811	2
1032	-	sll5123	38505658	-1	111783	112217	1
1032	-	sll5122	38505657	-1	110524	111786	2
1033	-	sll5128	38505663	-1	115503	116540	1
1034	-	sll5131	38505666	-1	117345	118361	1
1034	-	sll5130	38505665	-1	116886	117293	2
1034	-	ssl5129	38505664	-1	116636	116830	3
1035	-	sll5132	38505667	-1	118399	27	1
1036	-	sll6010	38505835	-1	9520	10185	1
1037	-	sll6017	38505842	-1	20559	21329	1
1038	-	sll6036	38505861	-1	32890	33495	1
1038	-	ssl6035	38505860	-1	32660	32893	2
1039	-	sll6053	38505878	-1	51986	53401	1
1039	-	sll6052	38505877	-1	51619	52014	2
1040	-	sll6054	38505879	-1	53398	53781	1
1041	-	sll6055	38505880	-1	53782	54240	1
1042	-	sll6059	38505884	-1	56265	56831	1
1043	-	sll6069	38505894	-1	64238	64903	1
1044	-	sll6076	38505901	-1	75277	76047	1
1045	-	sll6093	38505918	-1	87258	87854	1
1045	-	ssl6092	38505917	-1	87011	87274	2
1046	-	sll6098	38505923	-1	92267	93343	1
1047	-	sll6109	38505934	-1	103764	104327	1
1048	-	sll7001	38505669	-1	182	490	1
1049	-	sll7002	38505670	-1	706	1287	1
1050	-	sll7009	38505677	-1	5340	6284	1
1051	-	sll7027	38505695	-1	24925	25509	1
1052	-	sll7029	38505697	-1	27605	28630	1
1052	-	sll7028	38505696	-1	26352	27608	2
1053	-	sll7031	38505699	-1	29337	29639	1
1053	-	sll7030	38505698	-1	28850	29353	2
1054	-	sll7034	38505702	-1	31037	31369	1
1054	-	sll7033	38505701	-1	30699	31040	2
1055	-	sll7043	38505711	-1	37554	38138	1
1056	-	sll7044	38505712	-1	38131	38712	1
1057	-	sll7047	38505715	-1	40637	41368	1
1058	-	sll7050	38505718	-1	43053	43646	1
1059	-	sll7055	38505723	-1	45712	46254	1
1060	-	sll7056	38505724	-1	46666	47043	1
1061	-	sll7067	38505735	-1	60905	62581	1
1061	-	sll7066	38505734	-1	58527	60902	2
1061	-	sll7065	38505733	-1	56954	58522	3
1061	-	sll7064	38505732	-1	56394	56975	4
1061	-	sll7063	38505731	-1	54005	56392	5
1061	-	sll7062	38505730	-1	52881	53996	6
1062	-	sll7070	38505738	-1	64316	64690	1
1062	-	sll7069	38505737	-1	64005	64319	2
1063	-	sll7075	38505743	-1	66936	67976	1
1063	-	ssl7074	38505742	-1	66610	66906	2
1064	-	sll7078	304569842	-1	73483	74928	1
1064	-	sll7077	38505745	-1	72878	73459	2
1065	-	sll7085	38505753	-1	80203	81933	1
1066	-	sll7087	38505755	-1	82630	83436	1
1066	-	sll7086	38505754	-1	82196	82591	2
1067	-	sll7089	38505757	-1	83905	85017	1
1068	-	sll7090	38505758	-1	85199	88138	1
1069	-	sll7103	38505771	-1	100246	100632	1
1070	-	sll7106	38505774	-1	101524	85	1
1071	-	sll8009	38505784	-1	6652	8151	1
1071	-	ssl8008	38505783	-1	6377	6601	2
1071	-	sll8007	38505782	-1	6043	6393	3
1071	-	sll8006	38505781	-1	4652	6046	4
1071	-	ssl8005	38505780	-1	4365	4655	5
1071	-	sll8004	38505779	-1	3836	4393	6
1071	-	ssl8003	38505778	-1	3660	3839	7
1071	-	sll8002	38505777	-1	2983	3621	8
1071	-	sll8001	38505776	-1	1920	2966	9
1071	-	sll8049	38505824	-1	43288	1914	10
1072	-	sll8012	38505787	-1	9205	9621	1
1072	-	sll8011	38505786	-1	8821	9195	2
1073	-	sll8017	38505792	-1	12618	13151	1
1074	-	sll8018	38505793	-1	13695	15287	1
1075	-	sll8019	38505794	-1	15590	17317	1
1076	-	sll8020	38505795	-1	17687	18409	1
1077	-	sll8025	38505800	-1	21810	22325	1
1078	-	sll8033	38505808	-1	28521	28919	1
1078	-	sll8032	38505807	-1	28120	28461	2
1079	-	sll8034	38505809	-1	29006	30040	1
1080	-	sll8035	38505810	-1	30084	30587	1
1081	-	sll8040	38505815	-1	37299	38048	1
1082	-	sll8043	38505818	-1	39056	39415	1
1082	-	sll8042	38505817	-1	38568	39062	2
1082	-	ssl8041	38505816	-1	38396	38599	3
1083	-	sll8048	38505823	-1	42203	42913	1
1084	-	sllt43		1	2791709	2791748	1
1085	-	slr0001	16331382	1	2464527	2465009	1
1086	-	slr0006	16331389	1	2475195	2475848	1
1087	-	slr0007	16331390	1	2476020	2476781	1
1088	ctpA	slr0008	16331391	1	2476853	2478136	1
1089	rbcL	slr0009	16331392	1	2478414	2479826	1
1090	rbcX	slr0011	16331393	1	2480028	2480444	1
1091	rbcS	slr0012	16331394	1	2480477	2480818	1
1092	-	slr0013	16331395	1	2481361	2481888	1
1093	mgtC	slr0014	16331396	1	2481984	2482688	1
1094	lpxB	slr0015	16331398	1	2483643	2484827	1
1095	-	slr0016	16331400	1	2485646	2486194	1
1096	murZ	slr0017	16331401	1	2486607	2487923	1
1097	fumC	slr0018	16331402	1	2488028	2489428	1
1098	-	slr0019	16331404	1	2490326	2493004	1
1099	recG	slr0020	16331409	1	2497726	2500221	1
1100	sppA	slr0021	16331410	1	2500322	2501155	1
1101	-	slr0022	16331982	1	3140307	3140678	1
1102	-	slr0023	16331984	1	3142957	3143571	1
1103	-	slr0031	16331992	1	3154910	3156664	1
1104	ilvE	slr0032	16331993	1	3156760	3157677	1
1104	-	slr0033	16331994	1	3157734	3158048	2
1105	aspC	slr0036	16331997	1	3160717	3161886	1
1106	-	slr0038	16332001	1	3166050	3166448	1
1107	-	slr0039	16332002	1	3166607	3167680	1
1108	cmpA	slr0040	16332004	1	3169054	3170412	1
1108	cmpB	slr0041	16332005	1	3170475	3171317	2
1109	-	slr0042	16332006	1	3171428	3173158	1
1110	nrtC	slr0043	16332007	1	3173335	3175338	1
1110	nrtD	slr0044	16332008	1	3175411	3176259	2
1111	-	slr0049	16331467	1	2562953	2564149	1
1111	ycf40	ssr0102	16331468	1	2564175	2564390	2
1112	-	slr0050	16331469	1	2564465	2565445	1
1113	icfA	slr0051	16331473	1	2568182	2568973	1
1114	trpG	slr0055	16331482	1	2577552	2578043	1
1115	chlG	slr0056	16331483	1	2578187	2579161	1
1116	-	slr0058	16331487	1	2582441	2582869	1
1117	-	slr0059	16331488	1	2583030	2583335	1
1118	-	slr0060	16331489	1	2583410	2584519	1
1119	-	slr0061	16331490	1	2584793	2585458	1
1120	gspE	slr0063	16331494	1	2589851	2591869	1
1121	-	slr0064	16331495	1	2591953	2593107	1
1122	-	slr0065	16331496	1	2593329	2593967	1
1123	ribG	slr0066	16331497	1	2594055	2595161	1
1124	-	slr0067	16331499	1	2596787	2597848	1
1125	-	slr0069	16331501	1	2599315	2599974	1
